tid,date,time,type,away,score,home,away_star,home_star,news,player_score
5706,2013年02月14日星期四,09:00 完场,常规赛,开拓者,63-99,黄蜂,利拉德,戴维斯,http://sports.sina.com.cn/nba/,look_scores.php?id=2013021303
5707,2013年02月14日星期四,09:00 完场,常规赛,爵士,97-93,森林狼,米尔萨普,威廉姆斯,http://sports.sina.com.cn/nba/,look_scores.php?id=2013021316
5708,2013年02月14日星期四,09:30 完场,常规赛,国王,100-123,小牛,埃文斯,卡特,http://sports.sina.com.cn/nba/,look_scores.php?id=2013021306
5709,2013年02月14日星期四,11:30 完场,常规赛,火箭,96-106,快船,帕森斯,格里芬,http://sports.sina.com.cn/nba/2013-02-14/14056420808.shtml,look_scores.php?id=2013021312
5710,2013年02月15日星期五,09:00 完场,常规赛,热火,110-100,雷霆,詹姆斯,杜兰特,http://sports.sina.com.cn/nba/2013-02-15/12026421393.shtml,look_scores.php?id=2013021425
5711,2013年02月15日星期五,11:30 完场,常规赛,快船,125-101,湖人,保罗,布莱恩特,http://sports.sina.com.cn/nba/2013-02-15/14196421500.shtml,look_scores.php?id=2013021413
5712,2013年02月18日星期一,09:00 完场,全明星,东部明星,138-143,西部明星,安东尼,杜兰特,http://sports.sina.com.cn/nba/2013-02-18/12296425662.shtml,look_scores.php?id=2013021732
5713,2013年02月20日星期三,08:00 完场,常规赛,猛龙,96-88,奇才,德罗赞,比尔,http://sports.sina.com.cn/nba/2013-02-20/10336428372.shtml,look_scores.php?id=2013021927
5714,2013年02月20日星期三,08:00 完场,常规赛,山猫,105-92,魔术,沃克,阿弗拉罗,http://sports.sina.com.cn/nba/2013-02-20/10336428372.shtml,look_scores.php?id=2013021919
5715,2013年02月20日星期三,08:30 完场,常规赛,雄鹿,111-113,篮网,詹宁斯,约翰逊,http://sports.sina.com.cn/nba/2013-02-20/11136428446.shtml,look_scores.php?id=2013021917
5716,2013年02月20日星期三,08:30 完场,常规赛,灰熊,105-91,活塞,康利,奈特,http://sports.sina.com.cn/nba/2013-02-20/11136428446.shtml,look_scores.php?id=2013021908
5717,2013年02月20日星期三,09:00 完场,常规赛,公牛,96-87,黄蜂,邓,戈登,http://sports.sina.com.cn/nba/2013-02-20/11286428470.shtml,look_scores.php?id=2013021903
5718,2013年02月20日星期三,10:00 完场,常规赛,凯尔特人,90-97,掘金,格林,劳森,http://sports.sina.com.cn/nba/2013-02-20/11286428470.shtml,look_scores.php?id=2013021907
5719,2013年02月20日星期三,10:00 完场,常规赛,勇士,101-115,爵士,库里,杰弗森,http://sports.sina.com.cn/nba/2013-02-20/11286428470.shtml,look_scores.php?id=2013021926
5720,2013年02月20日星期三,11:00 完场,常规赛,马刺,108-102,国王,帕克,托马斯,http://sports.sina.com.cn/nba/2013-02-20/13376428561.shtml,look_scores.php?id=2013021923
5721,2013年02月20日星期三,11:00 完场,常规赛,太阳,102-98,开拓者,斯科拉,希克森,http://sports.sina.com.cn/nba/2013-02-20/13376428561.shtml,look_scores.php?id=2013021922
5722,2013年02月21日星期四,08:00 完场,常规赛,灰熊,88-82,猛龙,康利,安德森,http://sports.sina.com.cn/nba/2013-02-21/10506429828.shtml,look_scores.php?id=2013022028
5723,2013年02月21日星期四,08:00 完场,常规赛,活塞,105-99,山猫,奈特,沃克,http://sports.sina.com.cn/nba/2013-02-21/10506429828.shtml,look_scores.php?id=2013022030
5724,2013年02月21日星期四,08:00 完场,常规赛,尼克斯,91-125,步行者,钱德勒,乔治,http://sports.sina.com.cn/nba/2013-02-21/10506429828.shtml,look_scores.php?id=2013022011
5725,2013年02月21日星期四,09:00 完场,常规赛,黄蜂,100-105,骑士,罗伯茨,欧文,http://sports.sina.com.cn/nba/2013-02-21/12086429966.shtml,look_scores.php?id=2013022005
5726,2013年02月21日星期四,09:00 完场,常规赛,热火,103-90,老鹰,詹姆斯,霍福德,http://sports.sina.com.cn/nba/2013-02-21/11226429886.shtml,look_scores.php?id=2013022001
5727,2013年02月21日星期四,09:00 完场,常规赛,篮网,97-94,雄鹿,威廉姆斯,詹宁斯,http://sports.sina.com.cn/nba/2013-02-21/12086429966.shtml,look_scores.php?id=2013022015
5728,2013年02月21日星期四,09:00 完场,常规赛,雷霆,119-122,火箭,塞弗洛沙,哈登,http://sports.sina.com.cn/nba/2013-02-21/11346429908.shtml,look_scores.php?id=2013022010
5729,2013年02月21日星期四,09:00 完场,常规赛,76人,87-94,森林狼,特纳,佩科维奇,http://sports.sina.com.cn/nba/2013-02-21/12086429966.shtml,look_scores.php?id=2013022016
5730,2013年02月21日星期四,09:30 完场,常规赛,魔术,96-111,小牛,阿弗拉罗,布兰德,http://sports.sina.com.cn/nba/2013-02-21/12216429991.shtml,look_scores.php?id=2013022006
5731,2013年02月21日星期四,11:30 完场,常规赛,凯尔特人,99-113,湖人,皮尔斯,霍华德,http://sports.sina.com.cn/nba/2013-02-21/14106430062.shtml,look_scores.php?id=2013022013
5732,2013年02月21日星期四,11:30 完场,常规赛,太阳,98-108,勇士,德拉季奇,汤普森,http://sports.sina.com.cn/nba/2013-02-21/12216429991.shtml,look_scores.php?id=2013022009
5733,2013年02月22日星期五,09:00 完场,常规赛,热火,86-67,公牛,詹姆斯,罗宾逊,http://sports.sina.com.cn/nba/2013-02-22/11396431561.shtml,look_scores.php?id=2013022104
5734,2013年02月22日星期五,11:30 完场,常规赛,马刺,116-90,快船,帕克,巴恩斯,http://sports.sina.com.cn/nba/2013-02-22/14176431722.shtml,look_scores.php?id=2013022112
5735,2013年02月23日星期六,08:00 完场,常规赛,尼克斯,98-100,猛龙,安东尼,盖伊,http://sports.sina.com.cn/nba/2013-02-23/10506432804.shtml,look_scores.php?id=2013022228
5736,2013年02月23日星期六,08:00 完场,常规赛,掘金,113-119,奇才,劳森,比尔,http://sports.sina.com.cn/nba/2013-02-23/11106432831.shtml,look_scores.php?id=2013022227
5737,2013年02月23日星期六,08:00 完场,常规赛,公牛,105-75,山猫,吉布森,沃克,http://sports.sina.com.cn/nba/2013-02-23/11106432831.shtml,look_scores.php?id=2013022230
5738,2013年02月23日星期六,08:00 完场,常规赛,活塞,82-114,步行者,拜纳姆,韦斯特,http://sports.sina.com.cn/nba/2013-02-23/10506432804.shtml,look_scores.php?id=2013022211
5739,2013年02月23日星期六,08:30 完场,常规赛,火箭,106-96,篮网,哈登,洛佩斯,http://sports.sina.com.cn/nba/2013-02-23/10506432805.shtml,look_scores.php?id=2013022217
5740,2013年02月23日星期六,08:30 完场,常规赛,国王,108-122,老鹰,托马斯,霍福德,http://sports.sina.com.cn/nba/2013-02-23/11106432831.shtml,look_scores.php?id=2013022201
5741,2013年02月23日星期六,09:00 完场,常规赛,魔术,82-88,灰熊,阿弗拉罗,加索尔,http://sports.sina.com.cn/nba/2013-02-23/12216432942.shtml,look_scores.php?id=2013022229
5742,2013年02月23日星期六,09:00 完场,常规赛,小牛,104-100,黄蜂,诺维茨基,戈登,http://sports.sina.com.cn/nba/2013-02-23/12216432942.shtml,look_scores.php?id=2013022203
5743,2013年02月23日星期六,09:00 完场,常规赛,森林狼,111-127,雷霆,舍维德,威斯布鲁克,http://sports.sina.com.cn/nba/2013-02-23/12216432942.shtml,look_scores.php?id=2013022225
5744,2013年02月23日星期六,10:00 完场,常规赛,凯尔特人,113-88,太阳,格林,德拉季奇,http://sports.sina.com.cn/nba/2013-02-23/13406432984.shtml,look_scores.php?id=2013022221
5745,2013年02月23日星期六,11:30 完场,常规赛,开拓者,107-111,湖人,巴图姆,布莱恩特,http://sports.sina.com.cn/nba/2013-02-23/14096433027.shtml,look_scores.php?id=2013022213
5746,2013年02月23日星期六,11:30 完场,常规赛,马刺,101-107,勇士,格林,杰克,http://sports.sina.com.cn/nba/2013-02-23/13406432984.shtml,look_scores.php?id=2013022209
5747,2013年02月24日星期日,08:00 完场,常规赛,火箭,103-105,奇才,哈登,比尔,http://sports.sina.com.cn/nba/2013-02-24/10306434352.shtml,look_scores.php?id=2013022327
5748,2013年02月24日星期日,08:00 完场,常规赛,掘金,113-99,山猫,劳森,沃克,http://sports.sina.com.cn/nba/2013-02-24/10436434368.shtml,look_scores.php?id=2013022330
5749,2013年02月24日星期日,08:00 完场,常规赛,骑士,118-94,魔术,斯贝茨,阿弗拉罗,http://sports.sina.com.cn/nba/2013-02-24/10436434368.shtml,look_scores.php?id=2013022319
5750,2013年02月24日星期日,08:30 完场,常规赛,热火,114-90,76人,韦德,霍乐迪,http://sports.sina.com.cn/nba/2013-02-24/10456434372.shtml,look_scores.php?id=2013022320
5751,2013年02月24日星期日,08:30 完场,常规赛,步行者,90-72,活塞,希尔,拜纳姆,http://sports.sina.com.cn/nba/2013-02-24/11536434478.shtml,look_scores.php?id=2013022308
5752,2013年02月24日星期日,09:30 完场,常规赛,老鹰,103-102,雄鹿,蒂格,伊尔亚索瓦,http://sports.sina.com.cn/nba/2013-02-24/11536434478.shtml,look_scores.php?id=2013022315
5753,2013年02月24日星期日,11:30 完场,常规赛,爵士,94-107,快船,海沃德,巴特勒,http://sports.sina.com.cn/nba/2013-02-24/13546434525.shtml,look_scores.php?id=2013022312
5754,2013年02月25日星期一,02:00 完场,常规赛,湖人,103-99,小牛,布莱恩特,诺维茨基,http://sports.sina.com.cn/nba/2013-02-25/04326435348.shtml,look_scores.php?id=2013022406
5755,2013年02月25日星期一,04:30 完场,常规赛,勇士,100-99,森林狼,杰克,威廉姆斯,http://sports.sina.com.cn/nba/2013-02-25/07046435525.shtml,look_scores.php?id=2013022416
5756,2013年02月25日星期一,07:00 完场,常规赛,骑士,105-109,热火,韦特斯,詹姆斯,http://sports.sina.com.cn/nba/2013-02-25/09306435825.shtml,look_scores.php?id=2013022414
5757,2013年02月25日星期一,07:00 完场,常规赛,国王,95-110,黄蜂,萨尔蒙斯,戴维斯,http://sports.sina.com.cn/nba/2013-02-25/07046435525.shtml,look_scores.php?id=2013022403
5758,2013年02月25日星期一,08:00 完场,常规赛,灰熊,76-72,篮网,兰多夫,威廉姆斯,http://sports.sina.com.cn/nba/2013-02-25/10466436031.shtml,look_scores.php?id=2013022417
5759,2013年02月25日星期一,08:00 完场,常规赛,76人,93-99,尼克斯,霍乐迪,安东尼,http://sports.sina.com.cn/nba/2013-02-25/10466436031.shtml,look_scores.php?id=2013022418
5760,2013年02月25日星期一,09:00 完场,常规赛,马刺,97-87,太阳,米尔斯,戈塔特,http://sports.sina.com.cn/nba/2013-02-25/11436436135.shtml,look_scores.php?id=2013022421
5761,2013年02月25日星期一,10:00 完场,常规赛,凯尔特人,86-92,开拓者,皮尔斯,马修斯,http://sports.sina.com.cn/nba/2013-02-25/11436436135.shtml,look_scores.php?id=2013022422
5762,2013年02月25日星期一,10:30 完场,常规赛,公牛,72-102,雷霆,罗宾逊,威斯布鲁克,http://sports.sina.com.cn/nba/2013-02-25/11436436135.shtml,look_scores.php?id=2013022425
5763,2013年02月26日星期二,08:00 完场,常规赛,奇才,90-84,猛龙,比尔,德罗赞,http://sports.sina.com.cn/nba/2013-02-26/10596437534.shtml,look_scores.php?id=2013022528
5764,2013年02月26日星期二,08:30 完场,常规赛,老鹰,114-103,活塞,史密斯,斯塔基,http://sports.sina.com.cn/nba/2013-02-26/10596437534.shtml,look_scores.php?id=2013022508
5765,2013年02月26日星期二,10:00 完场,常规赛,湖人,108-119,掘金,布莱恩特,钱德勒,http://sports.sina.com.cn/nba/2013-02-26/12266437661.shtml,look_scores.php?id=2013022507
5766,2013年02月26日星期二,10:00 完场,常规赛,凯尔特人,110-107,爵士,皮尔斯,海沃德,http://sports.sina.com.cn/nba/2013-02-26/12506437689.shtml,look_scores.php?id=2013022526
5767,2013年02月27日星期三,08:00 完场,常规赛,魔术,98-84,76人,哈里斯,帕戈,http://sports.sina.com.cn/nba/2013-02-27/10326439149.shtml,look_scores.php?id=2013022620
5768,2013年02月27日星期三,08:00 完场,常规赛,勇士,97-108,步行者,库里,韦斯特,http://sports.sina.com.cn/nba/2013-02-27/10326439149.shtml,look_scores.php?id=2013022611
5769,2013年02月27日星期三,08:30 完场,常规赛,国王,129-141,热火,索顿,詹姆斯,http://sports.sina.com.cn/nba/2013-02-27/11316439272.shtml,look_scores.php?id=2013022614
5770,2013年02月27日星期三,09:00 完场,常规赛,骑士,101-98,公牛,韦特斯,布泽尔,http://sports.sina.com.cn/nba/2013-02-27/11406439281.shtml,look_scores.php?id=2013022604
5771,2013年02月27日星期三,09:00 完场,常规赛,篮网,101-97,黄蜂,威廉姆斯,瓦斯奎斯,http://sports.sina.com.cn/nba/2013-02-27/11406439281.shtml,look_scores.php?id=2013022603
5772,2013年02月27日星期三,09:30 完场,常规赛,雄鹿,95-90,小牛,埃利斯,诺维茨基,http://sports.sina.com.cn/nba/2013-02-27/12036439328.shtml,look_scores.php?id=2013022606
5773,2013年02月27日星期三,10:00 完场,常规赛,森林狼,83-84,太阳,威廉姆斯,莫里斯,http://sports.sina.com.cn/nba/2013-02-27/12036439328.shtml,look_scores.php?id=2013022621
5774,2013年02月27日星期三,11:30 完场,常规赛,山猫,84-106,快船,亨德森,格里芬,http://sports.sina.com.cn/nba/2013-02-27/11406439281.shtml,look_scores.php?id=2013022612
5775,2013年02月28日星期四,08:00 完场,常规赛,国王,125-101,魔术,萨尔蒙斯,哈里斯,http://sports.sina.com.cn/nba/2013-02-28/10426441119.shtml,look_scores.php?id=2013022719
5776,2013年02月28日星期四,08:00 完场,常规赛,猛龙,92-103,骑士,德罗赞,韦特斯,http://sports.sina.com.cn/nba/2013-02-28/10426441119.shtml,look_scores.php?id=2013022705
5777,2013年02月28日星期四,08:00 完场,常规赛,活塞,96-95,奇才,奈特,阿里扎,http://sports.sina.com.cn/nba/2013-02-28/10426441119.shtml,look_scores.php?id=2013022727
5778,2013年02月28日星期四,09:00 完场,常规赛,勇士,105-109,尼克斯,库里,安东尼,http://sports.sina.com.cn/nba/2013-02-28/11536441231.shtml,look_scores.php?id=2013022718
5779,2013年02月28日星期四,09:00 完场,常规赛,小牛,84-90,灰熊,马里昂,兰多夫,http://sports.sina.com.cn/nba/2013-02-28/12276441320.shtml,look_scores.php?id=2013022729
5780,2013年02月28日星期四,09:00 完场,常规赛,雄鹿,110-107,火箭,埃利斯,哈登,http://sports.sina.com.cn/nba/2013-02-28/11246441176.shtml,look_scores.php?id=2013022710
5781,2013年02月28日星期四,09:00 完场,常规赛,黄蜂,74-119,雷霆,安德森,威斯布鲁克,http://sports.sina.com.cn/nba/2013-02-28/11536441231.shtml,look_scores.php?id=2013022725
5782,2013年02月28日星期四,09:30 完场,常规赛,太阳,105-101,马刺,奥尼尔,帕克,http://sports.sina.com.cn/nba/2013-02-28/12276441320.shtml,look_scores.php?id=2013022724
5783,2013年02月28日星期四,10:00 完场,常规赛,老鹰,102-91,爵士,霍福德,杰弗森,http://sports.sina.com.cn/nba/2013-02-28/12546441360.shtml,look_scores.php?id=2013022726
5784,2013年02月28日星期四,11:30 完场,常规赛,掘金,111-109,开拓者,劳森,利拉德,http://sports.sina.com.cn/nba/2013-02-28/12546441360.shtml,look_scores.php?id=2013022722
5785,2013年03月01日星期五,08:00 完场,常规赛,快船,99-91,步行者,保罗,韦斯特,http://sports.sina.com.cn/nba/2013-03-01/10376442839.shtml,look_scores.php?id=2013022811
5786,2013年03月01日星期五,09:00 完场,常规赛,76人,82-93,公牛,霍乐迪,诺阿,http://sports.sina.com.cn/nba/2013-03-01/11456442947.shtml,look_scores.php?id=2013022804
5787,2013年03月01日星期五,11:30 完场,常规赛,森林狼,94-116,湖人,巴里亚,布莱恩特,http://sports.sina.com.cn/nba/2013-03-01/14066443070.shtml,look_scores.php?id=2013022813
5788,2013年03月02日星期六,08:00 完场,常规赛,步行者,93-81,猛龙,乔治,盖伊,http://sports.sina.com.cn/nba/2013-03-02/10546444558.shtml,look_scores.php?id=2013030128
5789,2013年03月02日星期六,08:00 完场,常规赛,尼克斯,96-88,奇才,安东尼,比尔,http://sports.sina.com.cn/nba/2013-03-02/10546444558.shtml,look_scores.php?id=2013030127
5790,2013年03月02日星期六,08:00 完场,常规赛,火箭,118-110,魔术,哈登,哈里斯,http://sports.sina.com.cn/nba/2013-03-02/10266444503.shtml,look_scores.php?id=2013030119
5791,2013年03月02日星期六,08:30 完场,常规赛,勇士,86-94,凯尔特人,库里,皮尔斯,http://sports.sina.com.cn/nba/2013-03-02/11066444578.shtml,look_scores.php?id=2013030102
5792,2013年03月02日星期六,08:30 完场,常规赛,快船,105-89,骑士,克劳福德,韦特斯,http://sports.sina.com.cn/nba/2013-03-02/11066444578.shtml,look_scores.php?id=2013030105
5793,2013年03月02日星期六,09:00 完场,常规赛,灰熊,91-98,热火,加索尔,韦德,http://sports.sina.com.cn/nba/2013-03-02/11476444616.shtml,look_scores.php?id=2013030114
5794,2013年03月02日星期六,09:00 完场,常规赛,小牛,98-90,篮网,诺维茨基,威廉姆斯,http://sports.sina.com.cn/nba/2013-03-02/12086444631.shtml,look_scores.php?id=2013030117
5795,2013年03月02日星期六,09:00 完场,常规赛,活塞,95-100,黄蜂,门罗,瓦斯奎斯,http://sports.sina.com.cn/nba/2013-03-02/12086444631.shtml,look_scores.php?id=2013030103
5796,2013年03月02日星期六,09:30 完场,常规赛,国王,102-130,马刺,索顿,布莱尔,http://sports.sina.com.cn/nba/2013-03-02/12086444631.shtml,look_scores.php?id=2013030124
5797,2013年03月02日星期六,10:00 完场,常规赛,山猫,68-98,爵士,穆伦斯,坎特,http://sports.sina.com.cn/nba/2013-03-02/12366444647.shtml,look_scores.php?id=2013030126
5798,2013年03月02日星期六,10:00 完场,常规赛,老鹰,87-92,太阳,霍福德,德拉季奇,http://sports.sina.com.cn/nba/2013-03-02/12366444647.shtml,look_scores.php?id=2013030121
5799,2013年03月02日星期六,11:30 完场,常规赛,雷霆,103-105,掘金,威斯布鲁克,钱德勒,http://sports.sina.com.cn/nba/2013-03-02/12366444647.shtml,look_scores.php?id=2013030107
5800,2013年03月03日星期日,08:00 完场,常规赛,勇士,97-104,76人,库里,霍乐迪,http://sports.sina.com.cn/nba/2013-03-03/10276445938.shtml,look_scores.php?id=2013030220
5801,2013年03月03日星期日,09:00 完场,常规赛,篮网,85-96,公牛,洛佩斯,诺阿,http://sports.sina.com.cn/nba/2013-03-03/11316446065.shtml,look_scores.php?id=2013030204
5802,2013年03月03日星期日,09:30 完场,常规赛,猛龙,114-122,雄鹿,安德森,伊尔亚索瓦,http://sports.sina.com.cn/nba/2013-03-03/12236446125.shtml,look_scores.php?id=2013030215
5803,2013年03月03日星期日,11:00 完场,常规赛,森林狼,94-109,开拓者,威廉姆斯,利拉德,http://sports.sina.com.cn/nba/2013-03-03/13246446152.shtml,look_scores.php?id=2013030222
5804,2013年03月04日星期一,02:00 完场,常规赛,热火,99-93,尼克斯,詹姆斯,安东尼,http://sports.sina.com.cn/nba/2013-03-04/04356447188.shtml,look_scores.php?id=2013030318
5805,2013年03月04日星期一,04:30 完场,常规赛,雷霆,108-104,快船,杜兰特,保罗,http://sports.sina.com.cn/nba/2013-03-04/07256447458.shtml,look_scores.php?id=2013030312
5806,2013年03月04日星期一,07:00 完场,常规赛,76人,87-90,奇才,莱特,韦伯斯特,http://sports.sina.com.cn/nba/2013-03-04/09406447782.shtml,look_scores.php?id=2013030327
5807,2013年03月04日星期一,07:00 完场,常规赛,灰熊,108-82,魔术,普林斯,尼克尔森,http://sports.sina.com.cn/nba/2013-03-04/09406447782.shtml,look_scores.php?id=2013030319
5808,2013年03月04日星期一,07:00 完场,常规赛,山猫,83-119,国王,穆伦斯,萨尔蒙斯,http://sports.sina.com.cn/nba/2013-03-04/09406447782.shtml,look_scores.php?id=2013030323
5809,2013年03月04日星期一,08:00 完场,常规赛,小牛,103-136,火箭,梅奥,帕森斯,http://sports.sina.com.cn/nba/2013-03-04/10286447879.shtml,look_scores.php?id=2013030310
5810,2013年03月04日星期一,08:00 完场,常规赛,活塞,75-114,马刺,门罗,吉诺比利,http://sports.sina.com.cn/nba/2013-03-04/10216447867.shtml,look_scores.php?id=2013030324
5811,2013年03月04日星期一,09:00 完场,常规赛,公牛,92-97,步行者,巴特勒,韦斯特,http://sports.sina.com.cn/nba/2013-03-04/10216447867.shtml,look_scores.php?id=2013030311
5812,2013年03月04日星期一,10:30 完场,常规赛,老鹰,98-99,湖人,霍福德,布莱恩特,http://sports.sina.com.cn/nba/2013-03-04/12596448171.shtml,look_scores.php?id=2013030313
5813,2013年03月05日星期二,08:00 完场,常规赛,尼克斯,102-97,骑士,斯塔德迈尔,斯贝茨,http://sports.sina.com.cn/nba/2013-03-05/10366449552.shtml,look_scores.php?id=2013030405
5814,2013年03月05日星期二,09:00 完场,常规赛,爵士,108-109,雄鹿,费沃斯,埃利斯,http://sports.sina.com.cn/nba/2013-03-05/11476449736.shtml,look_scores.php?id=2013030415
5815,2013年03月05日星期二,09:00 完场,常规赛,魔术,105-102,黄蜂,阿弗拉罗,瓦斯奎斯,http://sports.sina.com.cn/nba/2013-03-05/11476449736.shtml,look_scores.php?id=2013030403
5816,2013年03月05日星期二,09:00 完场,常规赛,热火,97-81,森林狼,韦德,威廉姆斯,http://sports.sina.com.cn/nba/2013-03-05/11156449669.shtml,look_scores.php?id=2013030416
5817,2013年03月05日星期二,10:00 完场,常规赛,老鹰,88-104,掘金,霍福德,布鲁尔,http://sports.sina.com.cn/nba/2013-03-05/10366449552.shtml ,look_scores.php?id=2013030407
5818,2013年03月05日星期二,11:00 完场,常规赛,山猫,105-122,开拓者,塞申斯,阿尔德里奇,http://sports.sina.com.cn/nba/2013-03-05/14126449947.shtml,look_scores.php?id=2013030422
5819,2013年03月05日星期二,11:30 完场,常规赛,猛龙,118-125,勇士,盖伊,李,http://sports.sina.com.cn/nba/2013-03-05/14126449947.shtml,look_scores.php?id=2013030409
5820,2013年03月06日星期三,08:00 完场,常规赛,凯尔特人,109-101,76人,布拉德利,杨,http://sports.sina.com.cn/nba/2013-03-06/10596451313.shtml,look_scores.php?id=2013030520
5821,2013年03月06日星期三,10:30 完场,常规赛,湖人,105-122,雷霆,布莱恩特,威斯布鲁克,http://sports.sina.com.cn/nba/2013-03-06/13236451566.shtml,look_scores.php?id=2013030525
5822,2013年03月06日星期三,11:00 完场,常规赛,掘金,120-113,国王,劳森,索顿,http://sports.sina.com.cn/nba/2013-03-06/13366451577.shtml,look_scores.php?id=2013030523
5823,2013年03月07日星期四,08:00 完场,常规赛,篮网,99-78,山猫,约翰逊,基德-吉尔克里斯特,http://sports.sina.com.cn/nba/2013-03-07/10426453202.shtml,look_scores.php?id=2013030630
5824,2013年03月07日星期四,08:00 完场,常规赛,爵士,101-104,骑士,海沃德,欧文,http://sports.sina.com.cn/nba/2013-03-07/10426453202.shtml,look_scores.php?id=2013030605
5825,2013年03月07日星期四,08:00 完场,常规赛,凯尔特人,83-81,步行者,加内特,乔治,http://sports.sina.com.cn/nba/2013-03-07/10426453202.shtml,look_scores.php?id=2013030611
5826,2013年03月07日星期四,08:30 完场,常规赛,76人,96-107,老鹰,威尔金斯,蒂格,http://sports.sina.com.cn/nba/2013-03-07/11226453285.shtml,look_scores.php?id=2013030601
5827,2013年03月07日星期四,08:30 完场,常规赛,魔术,96-97,热火,乌切维奇,詹姆斯,http://sports.sina.com.cn/nba/2013-03-07/11046453252.shtml,look_scores.php?id=2013030614
5828,2013年03月07日星期四,08:30 完场,常规赛,尼克斯,87-77,活塞,费尔顿,奈特,http://sports.sina.com.cn/nba/2013-03-07/11226453285.shtml,look_scores.php?id=2013030608
5829,2013年03月07日星期四,09:00 完场,常规赛,开拓者,85-91,灰熊,利拉德,加索尔,http://sports.sina.com.cn/nba/2013-03-07/12036453364.shtml,look_scores.php?id=2013030629
5830,2013年03月07日星期四,09:00 完场,常规赛,湖人,108-102,黄蜂,布莱恩特,戈登,http://sports.sina.com.cn/nba/2013-03-07/11296453296.shtml,look_scores.php?id=2013030603
5831,2013年03月07日星期四,09:00 完场,常规赛,奇才,82-87,森林狼,沃尔,威廉姆斯,http://sports.sina.com.cn/nba/2013-03-07/12036453364.shtml,look_scores.php?id=2013030616
5832,2013年03月07日星期四,09:30 完场,常规赛,火箭,108-112,小牛,哈登,诺维茨基,http://sports.sina.com.cn/nba/2013-03-07/12126453380.shtml,look_scores.php?id=2013030606
5833,2013年03月07日星期四,10:00 完场,常规赛,公牛,83-101,马刺,贝里内利,邓肯,http://sports.sina.com.cn/nba/2013-03-07/12496453434.shtml,look_scores.php?id=2013030624
5834,2013年03月07日星期四,10:00 完场,常规赛,猛龙,98-71,太阳,德罗赞,莫里斯,http://sports.sina.com.cn/nba/2013-03-07/12496453434.shtml,look_scores.php?id=2013030621
5835,2013年03月07日星期四,11:30 完场,常规赛,雄鹿,101-117,快船,埃利斯,克劳福德,http://sports.sina.com.cn/nba/2013-03-07/12036453364.shtml,look_scores.php?id=2013030612
5836,2013年03月07日星期四,11:30 完场,常规赛,国王,83-87,勇士,汤普森,汤普森,http://sports.sina.com.cn/nba/2013-03-07/12496453434.shtml,look_scores.php?id=2013030609
5837,2013年03月08日星期五,09:00 完场,常规赛,雷霆,95-94,尼克斯,杜兰特,史密斯,http://sports.sina.com.cn/nba/2013-03-08/11576455272.shtml,look_scores.php?id=2013030718
5838,2013年03月08日星期五,11:30 完场,常规赛,快船,92-107,掘金,巴恩斯,劳森,http://sports.sina.com.cn/nba/2013-03-08/14156455375.shtml,look_scores.php?id=2013030707
5839,2013年03月09日星期六,08:00 完场,常规赛,雷霆,116-94,山猫,杜兰特,亨德森,http://sports.sina.com.cn/nba/2013-03-09/10386456916.shtml,look_scores.php?id=2013030830
5840,2013年03月09日星期六,08:00 完场,常规赛,步行者,115-86,魔术,乔治,阿弗拉罗,http://sports.sina.com.cn/nba/2013-03-09/10386456916.shtml,look_scores.php?id=2013030819
5841,2013年03月09日星期六,08:30 完场,常规赛,奇才,78-95,篮网,沃尔,威廉姆斯,http://sports.sina.com.cn/nba/2013-03-09/11096456977.shtml,look_scores.php?id=2013030817
5842,2013年03月09日星期六,08:30 完场,常规赛,小牛,102-99,活塞,梅奥,奈特,http://sports.sina.com.cn/nba/2013-03-09/11096456977.shtml,look_scores.php?id=2013030808
5843,2013年03月09日星期六,08:30 完场,常规赛,灰熊,103-92,骑士,加索尔,欧文,http://sports.sina.com.cn/nba/2013-03-09/11096456977.shtml,look_scores.php?id=2013030805
5844,2013年03月09日星期六,09:00 完场,常规赛,老鹰,102-107,凯尔特人,史密斯,皮尔斯,http://sports.sina.com.cn/nba/2013-03-09/12026457058.shtml,look_scores.php?id=2013030802
5845,2013年03月09日星期六,09:00 完场,常规赛,76人,93-102,热火,杨,詹姆斯,http://sports.sina.com.cn/nba/2013-03-09/11206457001.shtml,look_scores.php?id=2013030814
5846,2013年03月09日星期六,09:00 完场,常规赛,爵士,88-89,公牛,杰弗森,贝里内利,http://sports.sina.com.cn/nba/2013-03-09/12026457058.shtml,look_scores.php?id=2013030804
5847,2013年03月09日星期六,09:30 完场,常规赛,开拓者,136-106,马刺,利拉德,邓肯,http://sports.sina.com.cn/nba/2013-03-09/12026457058.shtml,look_scores.php?id=2013030824
5848,2013年03月09日星期六,11:00 完场,常规赛,太阳,112-121,国王,比斯利,托马斯,http://sports.sina.com.cn/nba/2013-03-09/10386456916.shtml,look_scores.php?id=2013030823
5849,2013年03月09日星期六,11:30 完场,常规赛,猛龙,116-118,湖人,德罗赞,布莱恩特,http://sports.sina.com.cn/nba/2013-03-09/14226457205.shtml,look_scores.php?id=2013030813
5850,2013年03月09日星期六,11:30 完场,常规赛,火箭,94-88,勇士,帕森斯,库里,http://sports.sina.com.cn/nba/2013-03-09/14116457194.shtml,look_scores.php?id=2013030809
